FID_,Status,Score,Match_type,Side,X,Y,Match_addr,lon,lat,ARC_Zone,Address,City,State,Zip,Date_,Pub_Priv,Notes
,M,77,A,R,322606.0638,398120.2725,"1184 JACKSON ST, 08104",-75.10453,39.92497,8104,1184 Jackson Street,Camden,New Jersey,8104,2008-Jan,Public,Emergency - W. Hargrove
,M,77,A,L,322567.4398,399622.5824,"1187 LANSDOWNE AVE, 08104",-75.10495,39.92908,8104,1187 Lansdowne Avenue,Camden,New Jersey,8104,2008-Jan,Public,Winzinger Incorporated - Bond III
,M,77,A,L,322585.023,399623.8899,"1189 LANSDOWNE AVE, 08104",-75.1049,39.92908,8104,1189 Lansdowne Avenue,Camden,New Jersey,8104,2008-Jan,Public,Winzinger Incorporated - Bond III
,M,77,A,R,323144.7128,400186.523,"1250 MECHANIC ST, 08104",-75.10304,39.9306,8104,1250 Mechanic Street,Camden,New Jersey,8104,2008-Jan,Public,Winzinger Incorporated - Bond III
,M,77,A,R,318841.5628,401127.8048,"580 MOUNT VERNON ST, 08103",-75.11777,39.93312,8103,580 Mt. Vernon Street,Camden,New Jersey,8103,2008-Jan,Public,Winzinger Incorporated - Bond III
,M,77,A,L,317654.9076,401489.4718,"934 S 4TH ST, 08103",-75.12236,39.93385,8103,934 S 4th Street,Camden,New Jersey,8103,2008-Feb,Public,Emergergency - Winzinger
,M,77,A,L,317655.5934,401482.809,"936 S 4TH ST, 08103",-75.12236,39.9338,8103,936 S 4th Street,Camden,New Jersey,8103,2008-Feb,Public,Emergergency - Winzinger
,M,70,A,L,318022.5644,400259.2335,"435 KAIGHNS AVE, 08103",-75.12055,39.93077,8103,435 Kaighn Avenue,Camden,New Jersey,8103,2008-Feb,Public,Winzinger Incorporated - Bond III
,M,77,A,R,323013.9845,400174.5195,"1238 MECHANIC ST, 08104",-75.10343,39.93057,8104,1238 Mechanic Street,Camden,New Jersey,8104,2008-Feb,Public,Winzinger Incorporated - Bond III
,M,77,A,L,321402.1664,400849.882,"1126 MOUNT EPHRAIM AVE, 08103",-75.10908,39.932352,8103,1126 Mt. Ephraim Avenue,Camden,New Jersey,8103,2008-Feb,Public,Winzinger Incorporated - Bond III
,M,77,A,R,321618.0946,401445.1063,"1170 MOUNT VERNON ST, 08103",-75.108287,39.934034,8103,1170 Mt. Vernon Street,Camden,New Jersey,8103,2008-Feb,Public,Winzinger Incorporated - Bond III
,M,77,A,L,318148.1452,402180.8978,"810 S 5TH ST, 08103",-75.120887,39.93602,8103,810 S 5th Street,Camden,New Jersey,8103,2008-Feb,Public,Winzinger Incorporated - Bond III
,M,77,A,L,320551.7933,406571.4064,"429 N 10TH ST, 08102",-75.1122,39.94816,8102,429 N 10th Street,Camden,New Jersey,8102,2008-Mar,Public,Winzinger Incorporated - Bond III
,M,58,M,R,320303.2294,402246.2389,"832 DIVISION ST, 08103",-75.113045,39.936212,8103,832 Ramona Gonzalez,Camden,New Jersey,8104,2008-Mar,Public,Winzinger Incorporated - Bond III
,M,58,M,R,320310.227,402246.8897,"834 DIVISION ST, 08103",-75.11302,39.936214,8103,834 Ramona Gonzalez,Camden,New Jersey,8104,2008-Mar,Public,Winzinger Incorporated - Bond III
,M,77,A,L,317656.7826,405491.3492,"35 N 4TH ST, 08102",-75.12257,39.9454,8102,35-39 N 4th Street,Camden,New Jersey,8102,2008-Mar,Public,"Winzinger Incorporated - Bond III - Rear, Garages"
,M,77,A,L,317326.152,409157.4582,"909 N FRONT ST, 08102",-75.12377,39.95518,8102,909 N Front Street,Camden,New Jersey,8102,2008-Mar,Public,Winzinger Incorporated - Bond III
,M,77,A,L,317329.5954,409178.8349,"911 N FRONT ST, 08102",-75.12375,39.95523,8102,911 N Front Street,Camden,New Jersey,8102,2008-Mar,Public,Winzinger Incorporated - Bond III
,M,77,A,L,318109.0276,402814.9145,"616 S 5TH ST, 08103",-75.121,39.93737,8103,616 S 5th Street,Camden,New Jersey,8103,2008-Mar,Public,Winzinger Incorporated - Bond III
,M,77,A,R,320180.9263,402322.3502,"813 S 8TH ST, 08103",-75.11348,39.93643,8103,813 S 8th Street,Camden,New Jersey,8103,2008-Mar,Public,Winzinger Incorporated - Bond III
,M,77,A,R,327233.5406,407746.5009,"2806 PLEASANT ST, 08105",-75.08836,39.9516,8105,2806 Pleasant Street,Camden,New Jersey,8105,2008-Mar,Public,Emergency
,M,77,A,R,327248.6631,407756.1845,"2810 PLEASANT ST, 08105",-75.08827,39.95164,8105,2810 Pleasant Street,Camden,New Jersey,8105,2008-Mar,Public,Emergency
,M,77,A,R,327256.2243,407761.0262,"2812 PLEASANT ST, 08105",-75.08822,39.95166,8105,2812 Pleasant Street,Camden,New Jersey,8105,2008-Mar,Public,Emergency
,M,77,A,R,327263.7855,407765.868,"2814 PLEASANT ST, 08105",-75.08817,39.95168,8105,2814 Pleasant Street,Camden,New Jersey,8105,2008-Mar,Public,Emergency
,M,77,A,R,327271.3467,407770.7098,"2816 PLEASANT ST, 08105",-75.0881,39.95172,8105,2816 Pleasant Street,Camden,New Jersey,8105,2008-Mar,Public,Emergency
,M,77,A,R,322056.6689,401315.1216,"1041 LOUIS ST, 08103",-75.10707,39.93392,8103,1041 Louis Street,Camden,New Jersey,8103,2008-Mar,Public,Emergency
,M,77,A,R,322062.015,401310.1937,"1043 LOUIS ST, 08103",-75.10703,39.93389,8103,1043 Louis Street,Camden,New Jersey,8103,2008-Mar,Public,Emergency
,M,41,M,L,319261.7984,408156.1547,"615 STATE ST, 08102",-75.11659,39.95241,8102,614 State Street,Camden,New Jersey,8102,2008-Mar,Public,Emergency
,M,58,M,R,319321.4843,403746.1587,"403 CHAMBERS AVE, 08103",-75.116678,39.940774,8103,403 Chambers Street,Camden,New Jersey,8103,2008-Apr,Public,Winzinger Incorporated - Bond III
,M,77,A,R,322669.1414,402152.0582,"1057 LANGHAM AVE, 08103",-75.10452,39.93598,8103,1057 Langham Avenue,Camden,New Jersey,8103,2008-Apr,Public,Winzinger Incorporated - Bond III
,M,77,A,L,323685.7584,400606.626,"1332 PRINCESS AVE, 08103",-75.1001,39.93117,8103,1332 Princess Avenue,Camden,New Jersey,8103,2008-Apr,Public,Winzinger Incorporated - Bond III
,M,77,A,L,320522.6297,407507.6479,"939 VINE ST, 08102",-75.11178,39.95058,8102,939 Vine Street,Camden,New Jersey,8102,2008-Apr,Public,Winzinger Incorporated - Bond III
,M,77,A,R,317631.9069,401954.0292,"835 S 4TH ST, 08103",-75.12252,39.93519,8103,835 S 4th Street,Camden,New Jersey,8103,2008-Apr,Public,Emergency
,M,77,A,R,325475.707,408423.6136,"910 N 24TH ST, 08105",-75.09494,39.95347,8105,910 N 24th Street,Camden,New Jersey,8105,2008-May,Public,Winzinger Incorporated - Bond III
,M,77,A,L,321035.4464,405106.6574,"1155 FEDERAL ST, 08105",-75.11048,39.944023,8103,1155 Federal Street,Camden,New Jersey,8103,2008-May,Public,Winzinger Incorporated - Bond III
,M,77,A,R,320023.6798,403432.5019,"450 TRENTON AVE, 08103",-75.11409,39.93937,8103,450 Trenton Avenue,Camden,New Jersey,8103,2008-May,Public,Private Demolition
,M,58,M,R,326357.1289,405197.5123,"101 MARLTON PIKE, 08105",-75.091265,39.944414,8105,101 Marlton Avenue,Camden,New Jersey,8105,2008-Jun,Public,W. Hargrove - Bond III
,M,58,M,R,326365.8885,405193.6497,"103 MARLTON PIKE, 08105",-75.091238,39.944401,8105,103 Marlton Avenue,Camden,New Jersey,8105,2008-Jun,Public,W. Hargrove - Bond III
,M,77,A,R,326584.8603,405998.1984,"50 N 24TH ST, 08105",-75.0909,39.94723,8105,50 N 24th Street,Camden,New Jersey,8105,2008-Jul,Public,W. Hargrove - Bond III
,M,77,A,R,326469.5003,406492.9064,"142 N 24TH ST, 08105",-75.09116,39.94836,8105,142 N 24th Street,Camden,New Jersey,8105,2008-Jul,Public,W. Hargrove - Bond III
,M,77,A,L,326853.593,405880.8601,"21 N 25TH ST, 08105",-75.08986,39.94665,8105,21 N 25th Street,Camden,New Jersey,8105,2008-Jul,Public,W. Hargrove - Bond III
,M,77,A,L,326851.5109,405891.3558,"23 N 25TH ST, 08105",-75.08987,39.94668,8105,23 N 25th Street,Camden,New Jersey,8105,2008-Jul,Public,W. Hargrove - Bond III
,M,77,A,R,324143.6849,397993.495,"1414 SHERIDAN ST, 08104",-75.09894,39.92468,8104,1414 Sheridan Street,Camden,New Jersey,8104,2008-Jul,Public,W. Hargrove - Bond III - and Garage
,M,77,A,R,320454.6236,394054.5758,"2411 S 8TH ST, 08104",-75.11234,39.91363,8104,2411 S 8th Street,Camden,New Jersey,8104,2008-Jul,Public,W. Hargrove - Bond III
,M,77,A,L,322294.0839,401815.0971,"1046 PRINCESS AVE, 08103",-75.1058,39.93498,8103,1046 Princess Avenue,Camden,New Jersey,8103,2008-Sep,Public,W. Hargrove - Bond III
,M,77,A,L,318265.2098,400828.3575,"505 CHESTNUT ST, 08103",-75.12004,39.93227,8103,505 Chestnut Street,Camden,New Jersey,8103,2008-Sep,Public,Emergency - Building Bureau
,M,77,A,L,318275.7557,400828.6267,"507 CHESTNUT ST, 08103",-75.11999,39.93227,8103,507 Chestnut Street,Camden,New Jersey,8103,2008-Sep,Public,Emergency - Building Bureau
,M,77,A,L,318417.4501,398730.3524,"1500 BROADWAY, 08104",-75.11959,39.92663,8104,1500 Broadway,Camden,New Jersey,8104,2008-Sep,Public,Emergency - Building Bureau
,M,77,A,R,317125.0355,402447.3318,"709 S 3RD ST, 08103",-75.124502,39.936739,8103,709 S 3rd Street,Camden,New Jersey,8103,2008-Sep,Public,Emergency - CRA
,M,77,A,R,317125.0012,402442.4404,"711 S 3RD ST, 08103",-75.12448,39.93653,8103,711 S 3rd Street,Camden,New Jersey,8103,2008-Sep,Public,Emergency - CRA
,M,77,A,R,326928.2012,405540.5968,"2508 CARMAN ST, 08105",-75.0892,39.94539,8105,2508 Carman Street,Camden,New Jersey,8105,2008-Sep,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,326793.6156,405263.4403,"2417 MICKLE ST, 08105",-75.08962,39.94466,8105,2417 Mickle Street,Camden,New Jersey,8105,2008-Sep,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,326590.209,405976.7624,"46 N 24TH ST, 08105",-75.09088,39.94715,8105,46 N 24th Street,Camden,New Jersey,8105,2008-Sep,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,326587.5347,405987.4804,"48 N 24TH ST, 08105",-75.09089,39.94719,8105,48 N 24th Street,Camden,New Jersey,8105,2008-Sep,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,326511.2297,406296.9672,"103 N 24TH ST, 08105",-75.09097,39.94751,8105,103 N 24th Street,Camden,New Jersey,8105,2008-Sep,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,326509.1433,406306.7642,"104 N 24TH ST, 08105",-75.09097,39.94753,8105,104 N 24th Street,Camden,New Jersey,8105,2008-Sep,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,326507.0568,406316.5611,"106 N 24TH ST, 08105",-75.09098,39.94757,8105,106 N 24th Street,Camden,New Jersey,8105,2008-Sep,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,326874.4134,405775.9032,"1 N 25TH ST, 08105",-75.089708,39.946032,8105,1 N 25th Street,Camden,New Jersey,8105,2008-Sep,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,326703.715,406682.0013,"161 N 25TH ST, 08105",-75.09034,39.94867,8105,161 N 25th Street,Camden,New Jersey,8105,2008-Sep,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,327155.8663,405429.8148,"75 S 26TH ST, 08105",-75.08864,39.94504,8105,75 S 26th Street,Camden,New Jersey,8105,2008-Sep,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,327158.006,405421.2404,"77 S 26TH ST, 08105",-75.08863,39.945,8105,77 S 26th Street,Camden,New Jersey,8105,2008-Sep,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,322606.0638,398120.2725,"1175 JACKSON ST, 08104",-75.10489,39.92494,8104,1175 Jackson Street,Camden,New Jersey,8104,2008-Oct,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,322662.5865,398124.7813,"1188 JACKSON ST, 08104",-75.10438,39.92498,8104,1188 Jackson Street,Camden,New Jersey,8104,2008-Oct,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,322721.4643,398129.4781,"1189 JACKSON ST, 08104",-75.10441,39.92497,8104,1189 Jackson Street,Camden,New Jersey,8104,2008-Oct,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,322690.8479,398127.0358,"1190 JACKSON ST, 08104",-75.10433,39.92498,8104,1190 Jackson Street,Camden,New Jersey,8104,2008-Oct,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,322737.9501,398130.7931,"1191 JACKSON ST, 08104",-75.10436,39.92498,8104,1191 Jackson Street,Camden,New Jersey,8104,2008-Oct,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,322719.1092,398129.2902,"1192 JACKSON ST, 08104",-75.10429,39.92498,8104,1192 Jackson Street,Camden,New Jersey,8104,2008-Oct,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,322754.8454,398734.9944,"1538 LOUIS ST, 08104",-75.10423,39.92669,8104,1538 Louis Street,Camden,New Jersey,8104,2008-Oct,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,322813.7669,398649.5418,"1204 MORTON ST, 08104",-75.10387,39.92638,8104,1204 Morton Street,Camden,New Jersey,8104,2008-Oct,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,322827.7645,398650.1461,"1206 MORTON ST, 08104",-75.10381,39.92639,8104,1206 Morton Street,Camden,New Jersey,8104,2008-Oct,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,322841.7622,398650.7504,"1208 MORTON ST, 08104",-75.10375,39.92639,8104,1208 Morton Street,Camden,New Jersey,8104,2008-Oct,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,321797.0949,400316.7308,"1111 LIBERTY ST, 08104",-75.10787,39.93096,8104,1111 Liberty Street,Camden,New Jersey,8104,2008-Oct,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,318206.6843,408852.174,"334 YORK ST, 08102",-75.12019,39.95418,8102,334 York Street,Camden,New Jersey,8102,2008-Oct,Public,Emergency
,M,70,A,R,318113.0117,400263.4963,"448 KAIGHNS AVE, 08103",-75.12027,39.93079,8103,448 Kaighn Avenue,Camden,New Jersey,8103,2008-Oct,Public,Emergency
,M,77,A,R,321885.1874,400326.5263,"1126 LIBERTY ST, 08104",-75.1072,39.93102,8104,1126 Liberty Street,Camden,New Jersey,8104,2008-Nov,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,321905.9151,400328.8312,"1128 LIBERTY ST, 08104",-75.10713,39.93102,8104,1128 Liberty Street,Camden,New Jersey,8104,2008-Nov,Public,R.T. Winzinger - Camden Demolition Project
,M,41,M,R,322144.283,400355.3367,"1150 LIBERTY ST, 08104",-75.10641,39.93109,8104,1151 Liberty Street,Camden,New Jersey,8104,2008-Nov,Public,R.T. Winzinger - Camden Demolition Project
,M,41,M,R,322165.0107,400357.6415,"1154 LIBERTY ST, 08104",-75.10564,39.931131,8104,1153 Liberty Street,Camden,New Jersey,8104,2008-Nov,Public,R.T. Winzinger - Camden Demolition Project
,M,41,M,R,322185.7383,400359.9463,"1156 LIBERTY ST, 08104",-75.105622,39.931133,8104,1155 Liberty Street,Camden,New Jersey,8104,2008-Nov,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,322383.1809,400369.3334,"1181 LIBERTY ST, 08104",-75.10524,39.93116,8104,1181 Liberty Street,Camden,New Jersey,8104,2008-Nov,Public,R.T. Winzinger - Camden Demolition Project
,M,58,M,L,320791.0346,397542.4656,"871 VAN HOOK ST, 08104",-75.111106,39.92342,8104,871 Carl Miller Boulevard,Camden,New Jersey,8104,2008-Nov,Public,R.T. Winzinger - Camden Demolition Project
,M,70,A,R,318100.0907,400262.8874,"446 KAIGHNS AVE, 08103",-75.12034,39.93079,8103,446 Kaighn Avenue,Camden,New Jersey,8103,2008-Nov,Public,Emergency - Private demolition
,M,58,M,L,320717.9037,397548.5567,"855 VAN HOOK ST, 08104",-75.111391,39.92342,8104,855 Carl Miller Boulevard,Camden,New Jersey,8104,2008-Dec,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,320436.6726,397921.5479,"1597 S 8TH ST, 08104",-75.112422,39.924783,8104,1597 S 8th Street,Camden,New Jersey,8104,2008-Dec,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,323284.2711,402329.0301,"1506 PARK BLVD, 08103",-75.10254,39.93665,8103,1506 Park Boulevard,Camden,New Jersey,8103,2008-Dec,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,322790.0438,401380.5129,"1141 PRINCESS AVE, 08103",-75.10388,39.93376,8103,1141 Princess Avenue,Camden,New Jersey,8103,2008-Dec,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,321984.781,398545.413,"1101 MORTON ST, 08104",-75.10683,39.92607,8104,1101 Morton Street,Camden,New Jersey,8104,2008-Dec,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,321993.7508,398547.9915,"1103 MORTON ST, 08104",-75.10679,39.92608,8104,1103 Morton Street,Camden,New Jersey,8104,2008-Dec,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,322002.7206,398550.57,"1105 MORTON ST, 08104",-75.10674,39.9261,8104,1105 Morton Street,Camden,New Jersey,8104,2008-Dec,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,322286.649,398428.8055,"1565 MOUNT EPHRAIM AVE, 08104",-75.105787,39.925746,8104,1565 Mt. Ephraim Avenue,Camden,New Jersey,8104,2009-Jan,Public,R.T. Winzinger - Camden Demolition Project - 26 structure contract completed
,M,77,A,R,319434.2217,403332.7469,"652 BERKLEY ST, 08103",-75.11605,39.93917,8103,652 Berkley Street,Camden,New Jersey,8103,2009-Jan,Public,R.T. Winzinger - Camden Demolition Project - 15 structure contract started
,M,77,A,R,319429.6775,403332.7783,"650 BERKLEY ST, 08103",-75.11609,39.93917,8103,650 Berkley Street,Camden,New Jersey,8103,2009-Jan,Public,R.T. Winzinger - Camden Demolition Project - 15 structure contract started
,M,77,A,R,318135.223,402576.7842,"502 LINE ST, 08103",-75.12057,39.93711,8103,502 Line Street,Camden,New Jersey,8103,2009-Jan,Public,Emergency
,M,77,A,R,318816.6392,401857.0666,"570 SPRUCE ST, 08103",-75.11817,39.93516,8103,570 Spruce Street,Camden,New Jersey,8103,2009-Jan,Public,Emergency
,M,77,A,L,319143.1219,401886.4703,"623 SPRUCE ST, 08103",-75.11663,39.93528,8103,623 Spruce Street,Camden,New Jersey,8103,2009-Jan,Public,Emergency
,M,77,A,R,319964.5688,402747.3584,"776 LINE ST, 08103",-75.1143,39.93756,8103,776 Line Street,Camden,New Jersey,8103,2009-Feb,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,319978.9667,402750.3722,"778 LINE ST, 08103",-75.11425,39.93757,8103,778 Line Street,Camden,New Jersey,8103,2009-Feb,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,318732.269,402355.1729,"556 PINE ST, 08103",-75.11863,39.93652,8103,556 Pine Street,Camden,New Jersey,8103,2009-Feb,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,319242.1212,402405.1935,"625 PINE ST, 08103",-75.11737,39.93662,8103,625 Pine Street,Camden,New Jersey,8103,2009-Feb,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,319258.6044,402406.5064,"627 PINE ST, 08103",-75.117356,39.93662,8103,627 Pine Street,Camden,New Jersey,8103,2009-Feb,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,320100.9268,402490.3414,"787 PINE ST, 08103",-75.11368,39.93685,8103,787 Pine Street,Camden,New Jersey,8103,2009-Feb,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,320048.952,403390.8238,"449 TRENTON AVE, 08103",-75.11428,39.93955,8103,449 Trenton Avenue,Camden,New Jersey,8103,2009-Feb,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,320028.0234,403425.3384,"452 TRENTON AVE, 08103",-75.11407,39.93934,8103,452 Trenton Avenue,Camden,New Jersey,8103,2009-Feb,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,318156.3757,402100.9447,"817 S 5TH ST, 08103",-75.12087,39.93583,8103,817 S 5th Street,Camden,New Jersey,8103,2009-Mar,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,318159.1192,402074.2937,"818 S 5TH ST, 08103",-75.12087,39.93582,8103,818 S 5th Street,Camden,New Jersey,8103,2009-Mar,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,319034.6004,402808.1013,"604 S 6TH ST, 08103",-75.11755,39.93765,8103,604 S 6th Street,Camden,New Jersey,8103,2009-Mar,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,317146.7183,403749.3329,"330 WASHINGTON ST, 08103",-75.1239,39.94036,8103,330 Washington Street,Camden,New Jersey,8103,2009-Mar,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,318850.6714,400785.7679,"1112 BARING ST, 08103",-75.11803,39.93209,8103,1112 Baring Street,Camden,New Jersey,8103,2009-Mar,Public,Emergency
,M,77,A,R,326220.7657,406714.5118,"2302 HOWELL ST, 08105",-75.09196,39.94859,8105,2302 Howell Street,Camden,New Jersey,8105,2009-Mar,Public,Emergency
,M,70,A,R,318087.1696,400262.2784,"444 KAIGHNS AVE, 08103",-75.12055,39.93077,8103,444 Kaighn Avenue,Camden,New Jersey,8103,2009-Mar,Public,Emergency
,M,77,A,R,322632.911,400014.2701,"1415 LOUIS ST, 08104",-75.10465,39.93001,8104,1415 Louis Street,Camden,New Jersey,8104,2009-Mar,Public,Emergency
,M,77,A,L,323333.5079,402332.6912,"1512 PARK BLVD, 08103",-75.10242,39.93671,8103,1512 Park Boulevard,Camden,New Jersey,8103,2009-Mar,Public,Emergency
,M,77,A,L,320222.0025,401583.3899,"978 S 8TH ST, 08103",-75.11322,39.93431,8103,978 S 8th Street,Camden,New Jersey,8103,2009-Mar,Public,Emergency
,M,77,A,L,320222.8627,401576.2997,"980 S 8TH ST, 08103",-75.11322,39.93426,8103,980 S 8th Street,Camden,New Jersey,8103,2009-Mar,Public,Emergency
,M,77,A,R,331127.1779,406292.8901,"13 S 34TH ST, 08105",-75.07431,39.94713,8105,13 S 34th Street,Camden,New Jersey,8105,2009-Mar,Public,Emergency - destroyed by fire
,M,77,A,L,324743.8044,409007.4398,"1121 N 24TH ST, 08105",-75.09763,39.95505,8105,1121 N 24th Street,Camden,New Jersey,8105,2009-Mar,Public,Emergency
,M,77,A,L,321925.2614,397343.0285,"1740 TIOGA ST, 08104",-75.10706,39.92272,8104,1740 Tioga Street,Camden,New Jersey,8104,2009-Mar,Public,Emergency
,M,77,A,R,328099.7977,405305.7686,"127 S 27TH ST, 08105",-75.08514,39.9444,8105,127 S 27th Street,Camden,New Jersey,8105,2009-Apr,Public,Emergency
,M,77,A,L,327875.2391,407429.025,"419 N 29TH ST, 08105",-75.08637,39.95097,8105,419 N 29th Street,Camden,New Jersey,8105,2009-Apr,Public,Emergency
,M,77,A,R,318916.6062,408437.7731,"530 GRANT ST, 08102",-75.11787,39.9532,8102,530 Grant Street,Camden,New Jersey,8102,2009-Apr,Public,Emergency*
,M,58,M,R,327967.0105,404234.7316,"323 MARLTON PIKE, 08105",-75.085741,39.941873,8105,323 Marlton Avenue,Camden,New Jersey,8105,2009-Apr,Public,"Emergency - partial demolition, lots 107, 103, 104 only"
,M,77,A,L,320115.5756,402951.2735,"538 S 8TH ST, 08103",-75.11348,39.93796,8103,538 S 8th Street,Camden,New Jersey,8103,2009-May,Public,Emergency
,M,77,A,L,325466.6693,406084.1827,"2045 HIGH ST, 08105",-75.09472,39.94685,8105,2045 High Street,Camden,New Jersey,8105,2009-May,Public,Emergency
,M,77,A,R,323764.4596,399438.2184,"1338 WHITMAN AVE, 08104",-75.10009,39.92873,8104,1338 Whitman Avenue,Camden,New Jersey,8104,2009-May,Public,Emergency
,M,77,A,R,323735.1191,399430.8066,"1336 WHITMAN AVE, 08104",-75.10015,39.92873,8104,1336 Whitman Avenue,Camden,New Jersey,8104,2009-May,Public,Emergency
,M,77,A,L,326513.9644,408999.6729,"857 N 28TH ST, 08105",-75.09115,39.95499,8105,857 N 28th Street,Camden,New Jersey,8105,2009-Jun,Public,"Emergency - Fire 6/26/09, knock down only"
,M,77,A,L,326508.5315,409008.2692,"859 N 28TH ST, 08105",-75.09124,39.95511,8105,859 N 28th Street,Camden,New Jersey,8105,2009-Jun,Public,"Emergency - Fire 6/26/09, knock down only"
,M,77,A,L,324553.2183,400080.3866,"1450 KENWOOD AVE, 08103",-75.0977,39.93037,8103,1450 Kenwood Avenue,Camden,New Jersey,8103,2009-Aug,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,324620.5723,400367.8313,"1432 ORMOND AVE, 08103",-75.0975,39.93119,8103,1432 Ormond Avenue,Camden,New Jersey,8103,2009-Aug,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,324673.4359,400312.1571,"1446 ORMOND AVE, 08103",-75.0972,39.93096,8103,1446 Ormond Avenue,Camden,New Jersey,8103,2009-Aug,Public,R.T. Winzinger - Camden Demolition Project - and Garage
,M,72,A, ,317653.1541,401778.7526,"S 4TH ST & SPRUCE ST, 08103",-75.12248,39.93486,8103,SW 4th Street & Spruce Street,Camden,New Jersey,8103,2009-Aug,Public,Emergency - Block 238/lot 75
,M,77,A,R,318916.612,403081.3379,"576 CLINTON ST, 08103",-75.11843,39.93851,8103,576 Clinton Street,Camden,New Jersey,8103,2009-Sep,Public,R.T. Winzinger - Camden Demolition Project
,M,71,A,R,318660.9318,397442.2096,"1723 FILMORE ST, 08104",-75.11875,39.9229,8104,1723 Fillmore Street,Camden,New Jersey,8104,2009-Sep,Public,R.T. Winzinger - Camden Demolition Project
,M,71,A,L,318660.1573,397330.4076,"1742 FILMORE ST, 08104",-75.11877,39.92226,8104,1742 Fillmore Street,Camden,New Jersey,8104,2009-Sep,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,320330.6407,407356.7291,"630 N 9TH ST, 08102",-75.113,39.95046,8102,630 N 9th Street,Camden,New Jersey,8102,2009-Sep,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,R,320371.7916,406774.3244,"934 PEARL ST, 08102",-75.112847,39.948631,8102,934 Pearl Street,Camden,New Jersey,8102,2009-Sep,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,324328.9662,399955.1855,"1444 PRINCESS AVE, 08103",-75.09854,39.93005,8103,1444 Princess Avenue,Camden,New Jersey,8103,2009-Sep,Public,R.T. Winzinger - Camden Demolition Project
,M,90,A,R,331327.0209,407934.1274,"230 N 37TH ST, 08110",-75.07397,39.95226,8110,230 N 37th Street,Camden,New Jersey,8110,2009-Sep,Public,R.T. Winzinger - Camden Demolition Project
,M,77,A,L,317440.9591,400482.5437,"337 SYCAMORE ST, 08103",-75.1227,39.93138,8103,337 Sycamore Street,Camden,New Jersey,8103,2009-Sep,Public,Emergency
,M,77,A,R,318035.2858,399175.124,"428 LANSDOWNE AVE, 08104",-75.12078,39.9279,8104,428 Lansdowne Avenue,Camden,New Jersey,8104,2009-Dec,Public,R.T. Winzinger - Camden Demolition Project
